1,0
0,0
0,0
0,0
2,0
0,2
0,2
0,0
4,0
0,1
0,1
0,0
7,0
0,7
0,8
0,2
12,1
0,3
0,3
0,1
19,2
0,21
0,25
0,7
30,5
0,10
0,11
0,7
45,10
0,55
0,64
0,22
67,20
0,31
0,35
0,27
97,36
0,132
0,156
0,66
139,65
0,87
0,100
0,86
195,111
0,307
0,360
0,180
272,188
0,232
0,269
0,249
373,310
0,689
0,804
0,465
508,503
0,592
0,685
0,662
684,803
0,1514
0,1755
0,1154
915,1267
0,1445
0,1663
0,1659
1212,1972
0,3273
0,3767
0,2746
1597,3039
0,3402
0,3891
0,3968
2087,4636
0,6971
0,7962
0,6315
2714,7010
0,7757
0,8808
0,9121
3506,10510
0,14645
0,16609
0,14094
4508,15640
0,17174
0,19367
0,20280
5763,23104
0,30368
0,34201
0,30607
7338,33906
0,37043
0,41508
0,43818
9296,49445
0,62131
0,69531
0,64866
11732,71679
0,78042
0,86940
0,92302
14742,103331
0,125429
0,139566
0,134480
18460,148174
0,160919
0,178337
0,190105
23025,211407
0,249868
0,276605
0,273244
28629,300181
0,325373
0,358935
0,383701
35471,424286
0,491233
0,541321
0,545072
43820,597079
0,646186
0,709933
0,760344
53963,836729
0,953319
0,1046306
0,1069082
66273,1167862
0,1262225
0,1381752
0,1481627
81156,1623754
0,1826896
0,1997964
0,2064304
99133,2249240
0,2428073
0,2649524
0,2842941
120770,3104545
0,3458454
0,3770416
0,3928585
146785,4270333
0,4604761
0,5010486
0,5377741
177970,5854373
0,6470461
0,7034457
0,7376225
215308,8000229
0,8617678
0,9353269
0,10038691
259891,10898686
0,11969467
0,12980476
0,13675760
313065,14802632
0,15928908
0,17249398
0,18509179
376326,20046479
0,21903000
0,23700290
0,25057256
451501,27071365
0,29102411
0,31450633
0,33734332
540635,36457943
0,39666523
0,42835684
0,45403528
646193,48968719
0,52591945
0,56730459
0,60818780
770947,65602922
0,71126950
0,76670826
0,81413783
918220,87667145
0,94065039
0,101296434
0,108532006
1091745,116866450
0,126335113
0,135958282
0,144547567
1295971,155421329
0,166610299
0,179142557
0,191813467
1535914,206217975
0,222370023
0,238948664
0,254247824
1817503,273000539
0,292390628
0,313938965
0,335911666
2147434,360617276
0,388028950
0,416381993
0,443247211
2533589,475334522
0,508647746
0,545419239
0,583175348
2984865,625237236
0,671508982
0,719655644
0,766245897
3511688,820738465
0,877505232
0,939799702
0,1004123119
4125842,1075227140
0,1152907041
0,1234104687
0,1314011081
4841062,1405889624
0,1501871538
0,1606668653
0,1715373812
5672882,1834751170
0,1964434181
0,2100461311
0,2236144972
6639349,2389993026
0,2551082138
0,2726197512
0,2908514130
7760854,3107617109
0,3322910728
0,3549325895
0,3777634336
9061010,4033545751
0,4302003047
0,4592727720
0,4896306918
10566509,5226268005
0,5581705810
0,5956224897
0,6337190672
12308139,6760168836
0,7204549499
0,7684199276
0,8186246625
14320697,8729713774
0,9313300183
0,9929070903
0,10559866206
16644217,11254700045
0,11985560281
0,12772149449
0,13597021073
19323906,14486839989
0,15439835427
0,16446364384
0,17483314778
22411641,18618002348
0,19812626961
0,21095089754
0,22441961037
25965986,23890518727
0,25438491518
0,27074472095
0,28767604180
30053954,30610055043
0,32551193333
0,34630420079
0,36816579346
34751159,39161670381
0,41662999064
0,44307562985
0,47054554744
40143942,50029826323
0,53166083076
0,56518838992
0,60047107593
46329631,63823294101
0,67844577762
0,72096941600
0,76526973929
53419131,81306120536
0,86345673460
0,91723709084
0,97386952052
61537395,103436088180
0,109868871591
0,116671557189
0,123775043403
70826486,131412428563
0,139467815470
0,148050869596
0,157093287074
81446349,166734956708
0,176975624413
0,187804270931
0,199132682479
93578513,211277279765
0,224088124032
0,237719119315
0,252084103335
107427163,267377342702
0,283603207185
0,300757740873
0,318730099469
123223639,337949298670
0,358223499582
0,379768597656
0,402478039461
141227966,426621595057
0,452212899265
0,479262375158
0,507633420241
161734221,537907247293
0,569841538196
0,603739139934
0,639471581308
185072690,677413608490
0,717596019754
0,760055572013
0,804628050178
211616350,852100544495
0,902171614817
0,955266217089
0,1011234666736
241783707,1070597897305
0,1133416959368
0,1199774044089
0,1269478254942
276046669,1343595485760
0,1421757739591
0,1504561695478
0,1591841418431
314934342,1684321792972
0,1782115369511
0,1885379770073
0,1993903632389
359042451,2109130976946
0,2230623273772
0,2359219075775
0,2494748686518
409038376,2638222094936
0,2789837281097
0,2949873776622
0,3118115264610
465672549,3296519546545
0,3484580828434
0,3683478904799
0,3893065495280
529784908,4114749967350
0,4348869176714
0,4595895808858
0,4855639710878
602318715,5130758285664
0,5420695152123
0,5727112338084
0,6049928862207
684328892,6391114734441
0,6751228907302
0,7131045449929
0,7530456883338
776998612,7953075525289
0,8398334265157
0,8868577728036
0,9363871112513
881650031,9886973098261
0,10438793046942
0,11020569586510
0,11632374775848
999764335,12279127727013
0,12960328853587
0,13679290497340
0,14436354570758
1132995265,15235391426075
0,16077856966132
0,16965698804629
0,17899328403664
1283193401,18885458108190
0,19923795858589
0,21019027895438
0,22171983074765
1452423276,23388101668153
0,24669683638033
0,26019749647173
0,27439307413426
1642992568,28937536933585
0,30514590828228
0,32177108407640
0,33926737230712
1857473694,35771138437781
0,37713904311490
0,39759668099086
0,41910438211173
2098739073,44178799927145
0,46565737999297
0,49080671176939
0,51726581008537
2369988023,54514275126907
0,57449309383857
0,60538725602648
0,63786159743973
2674789388,67208909254920
0,70809407905738
0,74601033442547
0,78588891531667
3017115097,82788253488133
0,87207638311908
0,91857665948728
0,96744559237686
3401391433,101892153528727
0,107305294898725
0,113003004095837
0,118993709659904
3832540822,125299021889711
0,131931903885927
0,138908265678730
0,146238369752115
4316043666,153955145086187
0,162067331565954
0,170601997009544
0,179572695298435
4857989906,189010046220843
0,198933640848896
0,209367176546610
0,220327135984730
5465153652,231859125522532
0,243978029552678
0,256722394100656
0,270113587769714
6145056855,284195042730708
0,298996184476864
0,314552128640650
0,330888826096396
6906059011,348069592995269
0,366118842930527
0,385091494934600
0,405020718097804
7757435639,425968171188672
0,447977802957050
0,471101410475120
0,495379218767806
8709486304,520899328371362
0,547700728613239
0,575861689981795
0,605433054076475
9773630755,636502411220501
0,669135064033105
0,703407098160794
0,739380082194026
10962539003,777176854774514
0,816858450016035
0,858536431113591
0,902287917225311
12290249079,948237388453317
0,996481416611082
0,1047131340658180
0,1100280417142582
13772323222,1156100235047527
0,1214684856885277
0,1276193287389389
0,1340741472989096
15425991887,1408506356627864
0,1479630124111001
0,1554275130419704
0,1632581384928546
17270341447,1714788958225111
0,1801041001703733
0,1891564077689810
0,1986531182723610
19326489498,2086193833651284
0,2190760517296546
0,2300467207568071
0,2415522511522340
21617810410,2536262767132888
0,2662903579906775
0,2795767636493227
0,2935111338104324
24170148651,3081292136712036
0,3234614563249450
0,3395420542907288
0,3564018831296641
27012089151,3740881155265802
0,3926329411667503
0,4120822928151269
0,4324739484479964
30175216503,4538586897806726
0,4762808383433946
0,4997897958596067
0,5244309930199849
33694439195,5502706475414988
0,5773564581520452
0,6057537606041220
0,6355179234905164
37608303490,6667210517201650
0,6994274313821509
0,7337082429873925
0,7696299837275682
41959382090,8072856617288478
0,8467454956056037
0,8881023414296984
0,9314369629415278
46794653960,9768516719015980
0,10244394112993433
0,10743024734937704
0,11265377306475775
52165969360,11812758689109654
0,12386196636203831
0,12987009559743243
0,13616370416402395
58130508864,14275729752778066
0,14966427194973479
0,15689929087809765
0,16447640575452003
64751339753,17241398217903101
0,18072698554104540
0,18943411531791638
0,19855233889949386
72097969265,20810220250287374
0,21810295833595720
0,22857557558343746
0,23954035553783039
80247009960,25102310649484283
0,26304551906206966
0,27563408475670059
0,28881325740976526
89282846036,30261210943036113
0,31705823158643432
0,33218154075156960
0,34801126084047410
99298427716,36458365047432808
0,38193001539478523
0,40008783994737812
0,41909224698290381
110396072732,43898432685548295
0,45980351477840833
0,48159239732236818
0,50439289984720163
122688414563,52825594226670376
0,55322653353053043
0,57935764367148207
0,60669955789078303
136299364458,63531028241996547
0,66524603687038259
0,69656731075437155
0,72933406040692763
151365242593,76361775563634270
0,79948287665881176
0,83700417561032453
0,87625342893832377
168035931801,91731241841386688
0,96026109369820780
0,100518519108923074
0,105217019688883641
186476225121,110131635491831267
0,115271573507677095
0,120647368137753686
0,126269235552809266
206867207878,132148690679794311
0,138297076019244681
0,144726518490108760
0,151449172499520907
229407862323,158479086906431847
0,165829367632797375
0,173514838918094880
0,181550002595575456
254316720332,189951049472288151
0,198734034145067086
0,207916074856718426
0,217514406577010191
281833772931,227548700369718162
0,238037558184697950
0,249001810437371656
0,260461989678318666
312222444909,272440829178501456
0,284961002543788090
0,298046626091432941
0,311722076973419008
345771864406,326014870786519801
0,340951338200521149
0,356560705653486500
0,372871973173037258
382799219606,389917014147242787
0,407727780869721871
0,426338183089632942
0,445782616252701007
423652454919,466099527210774454
0,487326090069803939
0,509503249590140711
0,532671869153716765
468713079501,556876571583440663
0,582162290474335728
0,608576616010821729
0,636167966421668544
518399367922,664990000989154313
0,695095073668676711
0,726540458726217903
0,759383606265719177
573169704246,793686895593644630
0,829513386630058091
0,866929745588378014
0,906003978378832621
633526377526,946810885956262033
0,989424027627192517
0,1033923397078026707
0,1080389588583682529
700019559623,1128909673066268849
0,1179571973248738987
0,1232469708298585122
0,1287698190763234151
773251803382,1345361563057541689
0,1405562946476539709
0,1468413894931858656
0,1534027233914440206
853882768151,1602524316615477318
0,1674028609878292852
0,1748670229587399418
0,1826582482323745854
942634546953,1907910175223155839
0,1992797559855396245
0,2081399962959112714
0,2173875011225006679
1040297275508,2270391582529497034
0,2371121946119012209
0,2476247400827398684
0,2585954018500610863
1147735434974,2700442884691068806
0,2819915366774684505
0,2944587408516081814
0,3074678795393676006
1265894503401,3210424186465558698
0,3352063500405494631
0,3499848918351224596
0,3654039657732214570
1395808408038,3814914580920367339
0,3982754221959311301
0,4157858338265221171
0,4340532801962659316
1538607403968,4531103184009334180
0,4729903016369281300
0,4937282482667033127
0,5153602017801820712
1695526879263,5379247818966000690
0,5614609952543738108
0,5860103885762086081
0,6116154507578577059
1867916679518,6383212841943620630
0,6661741744072358758
0,6952226677888878791
0,7255167898175117527
2057251502097,7571099517245796717
0,7900562879961102497
0,8244132955704759851
0,8602398895793291192
2265141922199,8975984581470863937
0,9365531227323288613
0,9771710738216962977
0,10195216186205035777
2493346654950,10636785231480692536
0,11097167795678858142
0,11577158386314269766
0,12077572484312874393
2743785580065,12599271789842946468
0,13143143106690655004
0,13710114887378778459
0,14301145666236614460
3018554197195,14917252811052516624
0,15559473339157223099
0,16228903479936522689
0,16926670053601986288
3319938999243,17653961470856134961
0,18412002156745854038
0,19202073036338003099
0,20025497528052103441
3650434498856,20883676820132599016
0,21778042456267241161
0,22710104726252466441
0,23681418043101927329
4012761358751,24693618988992006316
0,25748395403974463238
0,26847511742839912685
0,27992792169139733454
4409886433501,29186163817418791990
0,30429599520829199657
0,31725176966870528875
0,33075036901948161143
4845044131331,34481429806195963059
0,35946678619851139957
0,37473210123382227105
0,39063534603226603760
5321759988621,40720298888123884571
0,42446217295567752010
0,44244143912834314045
0,46117022253848666165
5843875819816,48067942501972141827
0,50100096673532074640
0,52216817448822392348
0,54421553806867548489
6415577425471,56717936026449307616
0,59109692586386829046
0,61600738449209019801
0,64195114562719112638
7041424178591,66897058048439291698
0,69710948407052375359
0,72641355571282183255
0,75693010831507249967
7726381569527,78870886487008578671
0,82180096042149468010
0,85626002002623490046
0,89214143352153540568
8475855981308,92950321604744326211
0,96840536440912913161
0,100891045182201653238
0,105108328256375247945
9295732889631,109499186794355651535
0,114070623015978250915
0,118829971823583918883
0,123784814092718698603
10192417707158,128943082173416787479
0,134312983110866050311
0,139903072277608824620
0,145722212562841045630
11172880587588,151779693963456563146
0,158085090545693427086
0,164648421071375251002
0,171480045621947888111
12244704361925,178590794958839424402
0,185991879231687015903
0,193694979176420004440
0,201712198167541387424
13416137054298,210056208782927526984
0,218740082159495896215
0,227777484055417508429
0,237182551983701542853
14696148096566,246970053863501423749
0,257155279860582317456
0,267754155403541325871
0,278783185225057264556
16094489842137,290259633034039947794
0,302201318455270146451
0,314626856368733097708
0,327555511370565829896
17621763441762,341007392415591863143
0,355003325180410518475
0,369564992212112694233
0,384714868124648287494
19289490845855,400476439944789714284
0,416873966142442951709
0,433932768861613090782
0,451679062166869284024
21110191946507,470140190955194610643
0,489344481000651437249
0,509321412889150111702
0,530101547658002200614
23097468802870,551716797165162857013
0,574200138989608338495
0,597585973360068005614
0,621909921306278777259
25266095908339,647209118085126399288
0,673522037885250542296
0,700888709893452382826
0,729350633909251949829
27632118650184,758951112310413804896
0,789734913851279370498
0,821748709809671000672
0,855040837877337887031
30212958863157,889661662802693236908
0,925663372644672610341
0,963100247458487706303
0,1002028564838038884420
33027529850748,1042507007829830348751
0,1084596269913818257229
0,1128359588257830094538
0,1173862468999438195782
36096359729278,1221173130884498723508
0,1270362270020203347315
0,1321503394385172707577
0,1374672719927007566856
39441725712976,1429949672257983155012
0,1487416424417763831647
0,1547158549315602337837
0,1609264702046277117380
43087798145101,1673827166164935900916
0,1740941584181395218547
0,1810707374553049959183
0,1883227619996472345772
47060797174489,1958609685168953181816
0,2036964678259597323754
0,2118408249924954912901
0,2203060228543260641447
51389160833136,2291045293622507246849
0,2382492669915440428202
0,2477536647950972431971
0,2576316467748305448371
56103727719219,2678977080187883236864
0,2785668523164529386000
0,2896546900852379993322
0,3011773968471992103950
61237933007192,3131517963449933123203
0,3255953262173385883434
0,3385261030724388338203
0,3519629109402377657513
66828021324687,3659252952423079437798
0,3804334909447500972841
0,3955085427191681982063
0,4111722581550130451899
72913275183947,4274473104857432408411
0,4443572006157271818626
0,4619263385969449194903
0,4801800330187156128350
79536262891987,4991446071506008713112
0,5188473167830318157193
0,5393164978512171585058
0,5605815143801959890726
86743104598477,5826728856349626239167
0,6056222448726313278383
0,6294624415223116551484
0,6542275328134299615417
94583760824614,6799529275415946781407
0,7066752929063099731964
0,7344327361183456559198
0,7632647474084702708600
103112342126989,7932123576565589485071
0,8243180946692461225330
0,8566261115377944900398
0,8901821824246204778583
112387444702344,9250338808100397419443
0,9612304749268722460403
0,9988231515010561746859
0,10378649546578242046556
122472510588111,10784109816619963719881
0,11205183381406416565687
0,11642462996012921670655
0,12096563141493417210935
133436217793370,12568122238632626157274
0,13057801489031099586307
0,13566287635928608677661
0,14094292327936595381700
145352899029648,14642554553950527417925
0,15211840207850587201528
0,15802944124476688858825
0,16416690215517449598793
158302994955543,17053934223810971544285
0,17715562459329816671049
0,18402495211571615751529
0,19115686114206746880009
172373540654830,19856125179493351122597
0,20624838410883064055975
0,21422890373882404069893
0,22251384495954060426146
187658691903311,23111466499693019440617
0,24004323052892861071663
0,24931185993716669060926
0,25893331737387634775982
204260290011225,26892085064783076115386
0,27928818835613470382236
0,29004957240319818293221
0,30121976340789434926881
222288472527896,31281408357854608075914
0,32484840270625040517901
0,33733919057665979253954
0,35030351207599062843965
241862328689041,36375907458342656354774
0,37772422687258623127368
0,39221800031531112298448
0,40726011775464372864521
263110607698408,42287104715227231461017
0,43907198765427463615305
0,45588493472999126152360
0,47333267722192445488384
286172478872257,49143885674431764866701
0,51022796944230684091265
0,52972541828733752557679
0,54995752686216816939023
311198352632368,57095160661795260541640
0,59273594391191748492528
0,61533988112200143078819
0,63879381693688622023105
338350761557983,66312928094623268982989
0,68837893978525895588686
0,71457666361528954398949
0,74175754678623841231138
367805311499733,76995799231984801163941
0,79921570126215864963819
0,82956977389269278227192
0,86106071508272616034213
399751702195890,89373052814248866118469
0,92762272747228990936954
0,96278242320788175885168
0,99925635141754721592717
434394828518409,103709298042802065527560
0,107634250444343969336478
0,111705697007988434638748
0,115929028933837532017213
471955962100979,120309835790412795832234
0,124853907722217936624506
0,129567246243129474374127
0,134456068567141434584913
512674025728341,139526821015299249593237
0,144786179082361283657119
0,150241063288147888965301
0,155898641587499135562537
556806960612596,161766344310095654077672
